1008,1.315,0.622,1.057,0.001,0.002,0.005
1010,1.316,0.623,1.057,0.002,0.002,0.005
El: -62.36
1012,1.318,0.623,1.057,0.003,0.003,0.005
1014,1.317,0.624,1.055,0.003,0.002,0.005
1016,1.318,0.624,1.056,0.003,0.002,0.005
1019,1.318,0.624,1.057,0.003,0.002,0.005
1021,1.319,0.625,1.055,0.002,0.002,0.003
El: -62.34
1023,1.320,0.625,1.056,0.002,0.002,0.004
1025,1.320,0.626,1.055,0.001,0.001,0.002
1027,1.320,0.625,1.055,0.001,0.001,0.002
1029,1.320,0.626,1.055,0.001,0.000,0.001
1031,1.320,0.625,1.056,0.001,0.002,0.003
El: -62.32
1033,1.320,0.626,1.055,0.002,0.000,0.002
1035,1.320,0.626,1.055,0.001,0.000,0.001
1037,1.320,0.626,1.055,0.001,0.000,0.001
1039,1.320,0.626,1.055,0.001,0.000,0.001
1041,1.321,0.626,1.056,0.002,0.000,0.002
El: -62.31
